filename,label,path
337389025_160634809843934_2776605974383488014_n_cropped_jpg.rf.105688bb459d512e24edf0e25c26d80c.jpg,failure,downloads/5/train/337389025_160634809843934_2776605974383488014_n_cropped_jpg.rf.105688bb459d512e24edf0e25c26d80c.jpg
failure (32).jpg,failure,downloads/4/train/failure/failure (32).jpg
bed_not_stick_91_jpg.rf.1fdfe41e6c3e4113a333a60c9d48e65f.jpg,failure,downloads/5/valid/bed_not_stick_91_jpg.rf.1fdfe41e6c3e4113a333a60c9d48e65f.jpg
failure (2).jpg,failure,downloads/4/train/failure/failure (2).jpg
84eeit0oehg31_jpg.rf.63ca5c5431010af24562f4563aa5c7ec.jpg,failure,downloads/2/test/84eeit0oehg31_jpg.rf.63ca5c5431010af24562f4563aa5c7ec.jpg
82_jpg.jpg,failure,downloads/1/valid/82_jpg.rf.2f7f2caab599a569d5a73c67f045bcc0.jpg
_69324630_squiggles_jpg.rf.6d811fd67d93277d2062ad2b9826d074.jpg,failure,downloads/5/train/_69324630_squiggles_jpg.rf.6d811fd67d93277d2062ad2b9826d074.jpg
voxelab-aquila-3d-printer-body-6-1024x576.jpg,failure,downloads/3/spaghetti/voxelab-aquila-3d-printer-body-6-1024x576.jpg
g_jpg.jpg,failure,downloads/1/test/g_jpg.rf.4a3e5ea85a9b1a3bd60d2b1ca3f3da3b.jpg
DSC02151-JPG-3be35b50b2324f9b7f86b82be85ae3c5_JPG.rf.6dd72bd3b352298f0bf14370a0b9b6ab.jpg,failure,downloads/2/train/DSC02151-JPG-3be35b50b2324f9b7f86b82be85ae3c5_JPG.rf.6dd72bd3b352298f0bf14370a0b9b6ab.jpg
3D-printed-gremlins-796x448_c_jpg.rf.294db0aeca5dc4a0a2a2054f9caf9f3a.jpg,failure,downloads/5/train/3D-printed-gremlins-796x448_c_jpg.rf.294db0aeca5dc4a0a2a2054f9caf9f3a.jpg
failure (65).jpg,failure,downloads/4/train/failure/failure (65).jpg
IMG_0925_jpg.rf.537a2f0ac4360cdb1e7af93746d4e19b.jpg,failure,downloads/2/train/IMG_0925_jpg.rf.537a2f0ac4360cdb1e7af93746d4e19b.jpg
58_jpg.rf.622a2d56807b08d865e4a6126a5eeb72.jpg,failure,downloads/5/train/58_jpg.rf.622a2d56807b08d865e4a6126a5eeb72.jpg
failure (73).jpg,failure,downloads/4/train/failure/failure (73).jpg
IMG_20190315_182828_resized_20190315_062942052-jpg-8a88576191faf0f1d6f2cf3958e55e78_jpg.rf.0fcc1ae53b0cbc66afa7dc701a36a903.jpg,failure,downloads/2/train/IMG_20190315_182828_resized_20190315_062942052-jpg-8a88576191faf0f1d6f2cf3958e55e78_jpg.rf.0fcc1ae53b0cbc66afa7dc701a36a903.jpg
59_jpg.jpg,failure,downloads/1/valid/59_jpg.rf.dc0662d59a23388130440ec37073c364.jpg
49_jpg.jpg,failure,downloads/1/valid/49_jpg.rf.a2d4a2a12683b0be131dcb8f3966957e.jpg
failed-prints-2_jpg.rf.3ccf3940205c737db649125155fa4d32.jpg,failure,downloads/2/train/failed-prints-2_jpg.rf.3ccf3940205c737db649125155fa4d32.jpg
imag-140-_jpg.jpg,failure,downloads/1/train/imag-140-_jpg.rf.fdd56e41acd0727fc05f4bbef51aecad.jpg
20190327_114026-jpg-18c23791fba1c175cace02695cc10b46_jpg.rf.130b78d0ae084aeb5b324fc43787562e.jpg,failure,downloads/2/train/20190327_114026-jpg-18c23791fba1c175cace02695cc10b46_jpg.rf.130b78d0ae084aeb5b324fc43787562e.jpg
3D_Printing_FAIL_png.jpg,failure,downloads/1/train/3D_Printing_FAIL_png.rf.5f92937a7efa6f96a349745dc2925404.jpg
102_jpg.jpg,failure,downloads/1/valid/102_jpg.rf.157d5615c67f713599c6f2f1dcb8ca48.jpg
112_jpg.jpg,failure,downloads/1/valid/112_jpg.rf.314631ce22a78cfb3533c2c3f62b12d4.jpg
failure (24).jpg,failure,downloads/4/train/failure/failure (24).jpg
index_jpg.rf.64295bdc65a8c927727cb787a1220302.jpg,failure,downloads/2/train/index_jpg.rf.64295bdc65a8c927727cb787a1220302.jpg
Capture-d-ecran--347-_jpg.rf.37c31647d4780128305575a214da5017.jpg,failure,downloads/2/train/Capture-d-ecran--347-_jpg.rf.37c31647d4780128305575a214da5017.jpg
failedprint2_img_5eb0af2d67ead_jpg.jpg,failure,downloads/1/test/failedprint2_img_5eb0af2d67ead_jpg.rf.4554271273b05139ac9d2b9cb08ccf61.jpg
cracks_57_jpg.rf.0ddb2bfd0913ac630d97a2f41d3fdd78.jpg,failure,downloads/5/valid/cracks_57_jpg.rf.0ddb2bfd0913ac630d97a2f41d3fdd78.jpg
i_jpg.rf.9064af9e915cacb8d2fecdf8b057902c.jpg,failure,downloads/5/test/i_jpg.rf.9064af9e915cacb8d2fecdf8b057902c.jpg
14_jpg.jpg,failure,downloads/1/valid/14_jpg.rf.ea2a0683d1dfff78e707d88caf23f73b.jpg
imag-136-_jpg.jpg,failure,downloads/1/train/imag-136-_jpg.rf.fcb3ba705b6e3e5d0cd90dc7e9c873ab.jpg
6hprdawknt341_jpg.jpg,failure,downloads/1/train/6hprdawknt341_jpg.rf.f78f6ddf4e922a8b7ced593cfd947bfc.jpg
imag-137-_jpg.jpg,failure,downloads/1/train/imag-137-_jpg.rf.3e683324a7b290c53dce30b556d6de5b.jpg
failure (161).jpg,failure,downloads/4/test/failure/failure (161).jpg
8267846360_9a97ae0e3a_k_jpg.jpg,failure,downloads/1/train/8267846360_9a97ae0e3a_k_jpg.rf.5a7c6b8420a02729967bf9be8216e03d.jpg
d762d60aecc932573660d84932716e96_jpg.rf.3139f1ac47b4271bac74717b6843a0dc.jpg,failure,downloads/2/train/d762d60aecc932573660d84932716e96_jpg.rf.3139f1ac47b4271bac74717b6843a0dc.jpg
imag-13-_jpg.rf.010dc3ce62ea06d89979bcfb12a8fbcf.jpg,failure,downloads/5/train/imag-13-_jpg.rf.010dc3ce62ea06d89979bcfb12a8fbcf.jpg
DYWKrIBVQAAORHW_jpg.rf.bf1deb93e4a850cc0fd29a36bc6c4fd2.jpg,failure,downloads/2/train/DYWKrIBVQAAORHW_jpg.rf.bf1deb93e4a850cc0fd29a36bc6c4fd2.jpg
Capture-d-ecran--580-_jpg.rf.536a3776d40f4ec00fd13fd42e2727cf.jpg,failure,downloads/2/test/Capture-d-ecran--580-_jpg.rf.536a3776d40f4ec00fd13fd42e2727cf.jpg
failure (136).jpg,failure,downloads/4/valid/failure/failure (136).jpg
cracks_4_jpg.rf.5abfd73c776591f9895caeef24b8f01c.jpg,failure,downloads/5/train/cracks_4_jpg.rf.5abfd73c776591f9895caeef24b8f01c.jpg
132_jpg.rf.24137a7e981a83dc66e9565520002740.jpg,failure,downloads/5/train/132_jpg.rf.24137a7e981a83dc66e9565520002740.jpg
tumblr_o5xoa63Rmh1thio9do1_1280.jpg,failure,downloads/3/spaghetti/tumblr_o5xoa63Rmh1thio9do1_1280.jpg
_69324630_squiggles_jpg.jpg,failure,downloads/1/train/_69324630_squiggles_jpg.rf.0c64794e591e088515cf9e4180504548.jpg
failure (120).jpg,failure,downloads/4/valid/failure/failure (120).jpg
Capture-d-ecran--647-_jpg.rf.2c742f3a929228849c0af5ccc6cd68ba.jpg,failure,downloads/2/train/Capture-d-ecran--647-_jpg.rf.2c742f3a929228849c0af5ccc6cd68ba.jpg
Capture-d-ecran--375-_jpg.rf.4cc0af09da3fe58579778251c544377c.jpg,failure,downloads/2/test/Capture-d-ecran--375-_jpg.rf.4cc0af09da3fe58579778251c544377c.jpg
failure (49).jpg,failure,downloads/4/train/failure/failure (49).jpg
66_jpg.jpg,failure,downloads/1/valid/66_jpg.rf.7aad57bc88670cf18dbbd59136056df7.jpg
7_jpg.jpg,failure,downloads/1/valid/7_jpg.rf.96965a8fbd70b5590f4d1e63081d2d56.jpg
76_jpg.jpg,failure,downloads/1/valid/76_jpg.rf.42033c82f7355d4a7d9f8ffec2ceb964.jpg
Screen_Shot_2018-03-23_at_6-18-24_PM_large_png.rf.ac16a5a852ac70bec0009dd25ee93122.jpg,failure,downloads/5/train/Screen_Shot_2018-03-23_at_6-18-24_PM_large_png.rf.ac16a5a852ac70bec0009dd25ee93122.jpg
89_jpg.rf.01cc75b5fa187a65f5a5b63c35d818ce.jpg,failure,downloads/5/train/89_jpg.rf.01cc75b5fa187a65f5a5b63c35d818ce.jpg
Capture-d-ecran--320-_jpg.rf.14087bb1104108569c1812ffce16020d.jpg,failure,downloads/2/train/Capture-d-ecran--320-_jpg.rf.14087bb1104108569c1812ffce16020d.jpg
40_jpg.jpg,failure,downloads/1/valid/40_jpg.rf.b090b098ac2ec42787fc629e9d71ac4f.jpg
